호기,부위,일자,시작시간,완료시간,정지시간(분),정지시간(시간),고장 원인,처리 내용,MTTR,MTBF,고장강도율,translated_고장원인,translated_처리내용,translated_부위,제품 가격 가중치,risk_impact,가동시간,risk_likehood
4호기,후면,5월4일,04:30:00,05:00:00,30,0.5,게이지 헤드콘베어 동작 불,엔코더 예비품 으로 교체후 작업,0.9,118.1,0.76,Gauge head conveyor operation fire,Work after replacing the encoder with spare parts,back side,0.15,1.88151929,354.19,2.999068586
4호기,후면,5월24일,11:05:00,11:15:00,10,0.2,퀜칭펌프 모타 트립 ,복구 후 작업,0.9,118.1,0.76,Quenching pump motor trip,Post-recovery operations,back side,0.15,1.88151929,354.19,2.999068586
4호기,후면,6월29일,20:05:00,20:45:00,40,0.7,스텍카 겐트리 모타 동작 不,모타 부레크 미동 작으로 모타 교체작업,1,98.8,1.01,Stacker gantry motor not operating,Motor replacement work due to motor brake not working,back side,0.15,1.89651929,395.25,4.000506073
4호기,후면,6월30일,03:20:00,03:50:00,30,0.5,스텍카 겐트리 모타 부레크 슬립,부레크 페드 교체 작업,1,98.8,1.01,Stacker Gantry Motor Brake Slip,Brake pad replacement work,back side,0.15,1.89651929,395.25,4.000506073
4호기,후면,7월23일,19:30:00,19:50:00,20,0.3,헨드링 유압 펌프 EOCR,TRIP  리셋 압페어 조정 작업,1.02,79.8,1.28,Hendring hydraulic pump EOCR,TRIP reset pressure pair adjustment operation,back side,0.15,1.89951929,399.13,5.001629073
4호기,후면,7월28일,02:20:00,04:10:00,110,1.8,END SAW 구동 정지,차단기 트립 복구 배선 일부 간 교체,1.02,79.8,1.28,END SAW operation stop,Replacement of some of the breaker trip recovery wiring.,back side,0.15,1.89951929,399.13,5.001629073
4호기,후면,8월22일,11:40:00,12:40:00,60,1,베칭 콘베어 동작 不,인버터 소손으로 예비품 으로 교체 작업,1.03,39.2,2.63,Batching conveyor not operating,Replacement work with spare parts due to inverter burnout,back side,0.15,1.90101929,391.6,9.989795918
4호기,후면,8월24일,16:00:00,19:20:00,200,3.3,Discharge C/V 계속 전진,PLC program 수정,1.03,39.2,2.63,Discharge C/V Keep moving forward,PLC program modification,back side,0.15,1.90101929,391.6,9.989795918
4호기,후면,9월2일,02:00:00,02:15:00,15,0.3,스페이스 바 공급 장치,솔레노이드 교체 작업,0.78,79.6,0.98,space bar feeder,Solenoid replacement work,back side,0.15,1.86351929,397.8,4.997487437
4호기,후면,9월8일,13:58:00,15:00:00,62,1,SAW FEED C/V 인버터 소손,인버터 에비품 으로 교체 작업후 정상,0.78,79.6,0.98,SAW FEED C/V inverter burnout,Normal after replacing inverter with spare parts,back side,0.15,1.86351929,397.8,4.997487437
4호기,후면,9월21일,16:40:00,17:30:00,50,0.8,END SAW 전 후진 비정상,유압 필타 막힘으로 필타 교체 후 정상 작업,0.78,79.6,0.98,END SAW forward/backward abnormality,Normal operation after filter replacement due to hydraulic filter blockage,back side,0.15,1.86351929,397.8,4.997487437
4호기,후면,2016-09-08 00:00:00,13:58:00,15:00:00,62,1,SAW FEED C/V 인버터 소손으로 교체작업,440V 7.5HP IS7(1EA)교체 및 시운전확인,0.8,36.2,2.21,Replacement work due to burnout of SAW FEED C/V inverter,440V 7.5HP IS7 (1EA) replacement and test run confirmation,back side,0.15,1.86651929,397.8,10.98895028
4호기,후면,2016-09-02 00:00:00,02:00:00,02:15:00,15,0.3,쫄대C/V 쫄대 정렬 AIR S/V 이상으로 점검요청,AIR S/V 이물질로 동작안됨 청소후 정상동작,0.8,36.2,2.21,Request for inspection due to Jjoldae C/V Jjoldae alignment AIR S/V abnormality,AIR S/V does not operate due to foreign substances. Operates normally after cleaning.,back side,0.15,1.86651929,397.8,10.98895028
4호기,후면,2016-09-21 00:00:00,16:40:00,17:30:00,50,0.8,후면 절단기 유압유니트 토출 불안정,오일 휠터 교체및유니트 청소 오일 교체,0.8,36.2,2.21,Rear cutter hydraulic unit discharge instability,Oil filter replacement and unit cleaning Oil replacement,back side,0.15,1.86651929,397.8,10.98895028
4호기,후면,2016-09-13 00:00:00,07:00:00,09:00:00,120,2,게이지헤드 전/후진 동작 불능,V3  220V 차단기 복구 및 VCT케이블 40m 교체,0.8,36.2,2.21,Gauge head forward/reverse operation not possible,V3 220V breaker repair and VCT cable 40m replacement,back side,0.15,1.86651929,397.8,10.98895028
4호기,후면,2016-09-21 00:00:00,16:15:00,17:25:00,70,1.2,톱날 전/후진 클램프 UP/DOWN 동작 불능,HYD PUMP UNIT  OIL TANK 분해 청소 및 흡입관 필터 교체후 복구,0.8,36.2,2.21,Saw blade forward/reverse clamp UP/DOWN operation not possible,Recovery after disassembling and cleaning HYD PUMP UNIT OIL TANK and replacing suction pipe filter,back side,0.15,1.86651929,397.8,10.98895028
4호기,후면,2016-09-19 00:00:00,23:00:00,23:15:00,15,0.2,유압MOTOR EOCR 과부하로 점검요청,유압유 없어 유압유 보충 요청,0.8,36.2,2.21,Request for inspection due to hydraulic MOTOR EOCR overload,Request to replenish hydraulic oil due to lack of hydraulic oil,back side,0.15,1.86651929,397.8,10.98895028
4호기,후면,2016-10-06 00:00:00,10:00:00,10:50:00,50,0.8,쫄대공급안됨,3호기쪽 동작 늦음 에어 공급 점검,0.95,34.6,2.75,Jjoldae is not supplied,Check the air supply for slow operation of unit 3.,back side,0.15,1.88901929,450.1,13.00867052
4호기,후면,2016-10-04 00:00:00,13:50:00,15:50:00,120,2,핫쏘우 축베어링 파손,핫쏘우 축베어링 파손 교체,0.95,34.6,2.75,Hot saw shaft bearing damage,Hot saw shaft bearing damage replacement,back side,0.15,1.88901929,450.1,13.00867052
4호기,후면,2016-10-06 00:00:00,10:00:00,10:10:00,10,0.2,쫄대 배출장치 2개씩 배출되는 현상으로 점검요청,좌우 수평 안맞아 2개씩 배출 됨. 공작반 점검요청,0.95,34.6,2.75,Request for inspection due to the phenomenon of two jjolda discharge devices being discharged at a time,"The left and right sides are not aligned, so two are ejected. Request for work crew inspection",back side,0.15,1.88901929,450.1,13.00867052
4호기,후면,2016-10-18 00:00:00,09:00:00,11:30:00,150,2.5,쫄대 공급 유도판 파손,쫄대 공급 유도판 파손 해체후 보강 ,0.95,34.6,2.75,Jjoldae supply guide board damaged,Reinforcement after disassembly of damage to the Jjoldae supply guide plate,back side,0.15,1.88901929,450.1,13.00867052
4호기,후면,2016-10-10 00:00:00,08:30:00,08:40:00,10,0.2,핫쏘테이블 후진 동작은 되나 전진 동작 불능,유리관 휴즈 확인 정상 복구됨,0.95,34.6,2.75,The hot saw table can move backwards but cannot move forward.,Checked the glass tube fuse and it was restored to normal.,back side,0.15,1.88901929,450.1,13.00867052
4호기,후면,2016-10-17 00:00:00,17:50:00,18:20:00,30,0.5,쫄대 척킹 장치 유도판 파손,쫄대 척킹 장치 유도판 파손 용접 수리,0.95,34.6,2.75,Jjoldae chucking device guide plate damaged,Jjoldae chucking device guide plate damage welding repair,back side,0.15,1.88901929,450.1,13.00867052
4호기,후면,2016-10-05 00:00:00,09:00:00,09:30:00,30,0.5,후면 쫄대C/V 측 쫄대 배출 안되 점검요청,AIR SOL V/V(SIV411-IP)교체. 3호기측 걸림현상,0.95,34.6,2.75,"Rear strap C/V side strap does not discharge, request inspection",AIR SOL V/V(SIV411-IP) replacement. Jamming phenomenon at unit 3,back side,0.15,1.88901929,450.1,13.00867052
4호기,후면,2014-08-11 00:00:00,15:00:00,15:30:00,25,0.4,런아웃 테이블 C/V작동 불능,"실린더 측 용접부위 소손, 실린더 up동작 
불능 해당부위 용접작업",7.34,56.1,2.08,Runout table C/V inoperable,"Welding area on the cylinder side is damaged, cylinder moves up.
Welding work on the affected area",back side,0.15,2.84751929,336.47,5.997682709
4호기,후면,2014-08-11 00:00:00,15:30:00,17:30:00,120,2,런아웃 테이블 실린더 고정판 파손,파손부위 용접 및 보강작업,7.34,56.1,2.08,Runout table cylinder fixing plate damaged,Welding and reinforcement work on damaged areas,back side,0.15,2.84751929,336.47,5.997682709
4호기,후면,2014-10-15 00:00:00,21:35:00,22:10:00,35,0.6,톱날 후진불능,차단기 및 EOCR트립 이상유무 확인중 동작,9.09,110.5,0.7,Saw blade cannot be retracted,Operating while checking for circuit breaker and EOCR trip abnormalities,back side,0.15,3.11001929,442.02,4.000180995
4호기,후면,2014-10-30 00:00:00,22:00:00,22:30:00,30,0.5,절단기 쫄대 배출부 센서파손,BUP-50S 교체,9.09,110.5,0.7,Damaged sensor at the discharge part of the cutter.,BUP-50S replacement,back side,0.15,3.11001929,442.02,4.000180995
4호기,기타,4월11일,09:00:00,09:10:00,10,0.2,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,4월12일,19:43:00,19:50:00,7,0.1,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,4월12일,16:22:00,16:30:00,8,0.1,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,4월12일,14:09:00,14:20:00,11,0.2,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,4월12일,12:23:00,12:30:00,7,0.1,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,4월18일,23:10:00,23:15:00,5,0.1,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,4월19일,21:18:00,21:25:00,7,0.1,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,4월21일,06:58:00,07:05:00,7,0.1,HV-9 VBC OCR TRIP,RESET,0.68,31.5,2.15,HV-9 VBC OCR TRIP,RESET,etc,0.06,0.739407716,377.57,11.98634921
4호기,기타,2016-09-19 00:00:00,18:35:00,18:50:00,15,0.3,다이스 히타 DOOR 열림 동작은 되나 닫힘 동작 불능,"DOOR 열림/닫힘용 AIR S/V (SV 620-1L,110V)  교체",0.8,36.2,2.21,Dice heater DOOR opens but does not close.,"Replacement of AIR S/V (SV 620-1L, 110V) for DOOR opening/closing",etc,0.06,0.746607716,397.8,10.98895028
5호기,압출기,2월17일,01:40:00,02:50:00,70,1.17,빌레트 로다 보조 로다,실린다 교체 작업,1.22,113.9,1.07,billet loader auxiliary loader,Silinda replacement work,extruder,0.35,4.502211677,341.6,2.999122037
5호기,압출기,3월18일,09:36:00,10:10:00,34,0.57,버트로커 실린다 이상,실린다 예비품으로 교체,1.26,58.8,2.14,Buttlocker is loaded and more,Replaced with Silinda spare part,extruder,0.35,4.516211677,411.26,6.994217687
5호기,압출기,4월4일,17:13:00,17:50:00,37,0.62,다이스 클럼프 고정 볼트,전단 불리후 교체작업,0.81,48.1,1.7,Dice Clump Fixing Bolt,Replacement work after shear failure,extruder,0.35,4.358711677,288.69,6.001871102
5호기,압출기,4월7일,20:00:00,21:10:00,70,1.17,콘테이너 씰링 압력 不,콘테이너 정지 리미트 조정 작업,0.81,48.1,1.7,No container sealing pressure,Container stop limit adjustment work,extruder,0.35,4.358711677,288.69,6.001871102
5호기,압출기,4월7일,08:30:00,09:30:00,60,1,콘테이너 히타 센서 연결,작업,0.81,48.1,1.7,Container heater sensor connection,work,extruder,0.35,4.358711677,288.69,6.001871102
5호기,압출기,4월27일,09:20:00,09:35:00,15,0.25,빌레트 로다 (보조),감지 센서 조정 작업,0.81,48.1,1.7,Villette Roda (assistant),Detection sensor adjustment operation,extruder,0.35,4.358711677,288.69,6.001871102
5호기,압출기,5월13일,07:00:00,07:30:00,30,0.5,빌레트 케리어 동작 불,리미트 정검 후 교체 작업,0.5,231.9,0.22,billet carrier operation fire,Replacement work after limit inspection,extruder,0.35,4.250211677,231.91,1.000043122
5호기,압출기,7월25일,10:10:00,16:30:00,380,6.33,자동 운전 시 퍼프 후 작업,END 신호 들어와 케이불,1.88,72.5,2.6,Post-puff operation during automatic operation,END signal comes on cable,extruder,0.35,4.733211677,362.38,4.998344828
5호기,압출기,8월17일,14:20:00,14:50:00,30,0.5,콤푸레샤 고장 으로,에어 부족 기계 정지,1.05,13.5,7.74,Due to compressor failure,Air shortage machine stops,extruder,0.35,4.442711677,270.7,20.05185185
5호기,압출기,9월23일,12:03:00,12:30:00,27,0.45,빌레트 보조 로다 페드,체결 볼트 전단 불리후 볼트 교체,0.53,82.9,0.64,Billet auxiliary lower pad,Bolt replacement after fastening bolt shear failure,extruder,0.35,4.260711677,331.6,4
5호기,압출기,2016-09-23 00:00:00,12:03:00,12:30:00,27,0.5,보조로더 체결볼트 파손,보조로더 체결볼트 파손 교체,0.68,36.8,1.84,Auxiliary loader fastening bolt damaged,Replacement of damaged auxiliary loader fastening bolts,extruder,0.35,4.313211677,331.6,9.010869565
5호기,압출기,2016-09-26 00:00:00,09:30:00,09:40:00,10,0.2,다이카세트 포토센서(BUP-30S) 파손 교체요청,다이카세트 포토센서(BUP-30S) 파손 교체 완료,0.68,36.8,1.84,Request for replacement of damaged Dai Cassette photo sensor (BUP-30S),Dai Cassette Photo Sensor (BUP-30S) Damaged Replaced,extruder,0.35,4.313211677,331.6,9.010869565
5호기,압출기,2016-09-30 00:00:00,17:00:00,17:15:00,15,0.2,빌레트 로다 NO.1 UP감지 리드S/W 감지 불능,빌레트 로다 NO.1 실린더 로드 풀림 재조임 후 복구,0.68,36.8,1.84,Billet loader NO.1 UP detection lead S/W not detected,Billet loader NO.1 cylinder rod loosened and restored after retightening,extruder,0.35,4.313211677,331.6,9.010869565
5호기,압출기,2016-10-10 00:00:00,08:30:00,10:55:00,145,2.4,신양2 100HP콤푸레샤 물유입,"신양2 100HP콤푸레샤 물유입 청소및 
파트 교체",1.78,67,2.65,Shinyang 2 100HP compressor water inflow,"Shinyang 2 100HP compressor water inflow cleaning and
Part replacement",extruder,0.35,4.698211677,267.9,3.998507463
5호기,압출기,2014-08-15 00:00:00,08:47:00,10:20:00,93,1.55,푸시백 작동 이상,푸시백 교체작업,8.54,46.9,2.18,Pushback operation error,Pushback replacement work,extruder,0.35,7.064211677,281.29,5.997654584
5호기,압출기,2014-08-22 00:00:00,19:30:00,21:00:00,90,1.5,게이지헤드 브레이크 유압실린더 교체,실린더 해체후 수리,8.54,46.9,2.18,Gauge head brake hydraulic cylinder replacement,Repair after dismantling the cylinder,extruder,0.35,7.064211677,281.29,5.997654584
5호기,압출기,2014-09-04 00:00:00,22:00:00,22:15:00,5,0.08,싸이클 스타트 불능,조광형 s/w접점 소손으로 교체완료,8.61,71.9,1.36,Cycle start not possible,Illuminated s/w contact point was replaced due to burnout.,extruder,0.35,7.088711677,287.55,3.99930459
5호기,압출기,2014-10-02 00:00:00,05:17:00,05:30:00,13,0.22,체인 감지센서 볼트파손,파손된 볼트 해체 후 교체작업,7.88,43.6,1.01,Chain detection sensor bolt broken,Replacement work after dismantling damaged bolts,extruder,0.35,6.833211677,261.41,5.995642202
5호기,압출기,2014-11-06 00:00:00,19:00:00,20:10:00,65,1.08,자동 압출동작 불능,"메인로더 상승 리미트 S/W 계속 감지,
S/W교체",4.94,38.9,6.52,Automatic extrusion operation is not possible,"Main loader rise limit S/W continues to detect,
S/W replacement",extruder,0.35,5.804211677,311.01,7.995115681
5호기,압출기,2014-11-08 00:00:00,08:30:00,16:20:00,470,7.83,콘테이너 실린더 누유,콘테이너 후면 해체 후 용접,4.94,38.9,6.52,container cylinder oil leak,Welding after dismantling the rear of the container,extruder,0.35,5.804211677,311.01,7.995115681
5호기,압출기,2014-11-14 00:00:00,13:30:00,16:10:00,160,2.67,로그샤 메인실린더 누유,해당 부위 오링 교체작업,4.94,38.9,6.52,Logsha main cylinder leak,O-ring replacement work in the relevant area,extruder,0.35,5.804211677,311.01,7.995115681
5호기,가열로,2월20일,01:40:00,02:40:00,60,1,빌레트 가열로 푸시백,실린다 오일 누유 교체 작업,1.22,113.9,1.07,Billet furnace pushback,Silinda oil leak replacement work,heating furnace,0.25,3.215865483,341.6,2.999122037
5호기,가열로,3월5일,06:30:00,07:00:00,30,0.5,빌레트 콜 不,프르그램 오류 발생 ,1.26,58.8,2.14,Billet call no,Program error occurred,heating furnace,0.25,3.225865483,411.26,6.994217687
5호기,가열로,3월7일,09:30:00,10:00:00,30,0.5,자동 운전 중 로그샤,절단부분에서 멈춤 센서 교체,1.26,58.8,2.14,Logsha during automatic driving,Replacing the sensor that stops at the cutting area,heating furnace,0.25,3.225865483,411.26,6.994217687
5호기,가열로,3월11일,18:20:00,19:20:00,60,1,자동 운전 중 샤동작 不,푸셔 풀 빽 센서 불량 교체,1.26,58.8,2.14,No shaft operation during automatic operation,Replace defective pusher pull back sensor,heating furnace,0.25,3.225865483,411.26,6.994217687
5호기,가열로,3월18일,09:36:00,10:10:00,34,0.57,이젝트 실린다 누유,예비품 실린다 교체 작업,1.26,58.8,2.14,Ejector cylinder leak,Spare parts loading replacement work,heating furnace,0.25,3.225865483,411.26,6.994217687
5호기,가열로,3월19일,23:00:00,23:40:00,40,0.67,빌레트 콜 不,빌레트 카운터 센서 교체 작업,1.26,58.8,2.14,Billet call no,Billet counter sensor replacement work,heating furnace,0.25,3.225865483,411.26,6.994217687
5호기,가열로,4월1일,10:20:00,11:10:00,50,0.83,비레트 가열로 HOT JAT,FAN 베아링 교체작업,0.81,48.1,1.7,Birette heating furnace HOT JAT,FAN bearing replacement work,heating furnace,0.25,3.113365483,288.69,6.001871102
5호기,가열로,6월9일,09:50:00,10:30:00,40,0.67,로그샤 이젝트 실린다 누유, 예비품 으로 교체 작업,0.86,92.9,0.92,Logsha ejector cylinder leak,Replacement work with spare parts,heating furnace,0.25,3.125865483,371.77,4.001829925
5호기,가열로,7월11일,08:10:00,09:30:00,80,1.33,가열로 출구 도어 감지,리미트 스위치 소손 으로 교체,1.88,72.5,2.6,Furnace exit door detection,"Limit switch burned out, replaced",heating furnace,0.25,3.380865483,362.38,4.998344828
5호기,가열로,7월13일,13:30:00,14:00:00,30,0.5,가열로2번 존 점화 不,CR 교체 작업,1.88,72.5,2.6,Heating furnace zone 2 does not ignite.,CR replacement work,heating furnace,0.25,3.380865483,362.38,4.998344828
5호기,가열로,8월04일,08:00:00,09:00:00,60,1,빌렛트 가열로 도어 ,리미트 배선 소손 교체 작업,1.05,13.5,7.74,Billet Furnace Door,Limit wiring burnout replacement work,heating furnace,0.25,3.173365483,270.7,20.05185185
5호기,가열로,8월18일,14:00:00,14:15:00,15,0.25,로그샤 클램프 동작 불능,PLC 출력카드 출력불량 단자 탈부착후 정상 작동,1.05,13.5,7.74,Logsha clamp does not work,PLC output card output is defective. Normal operation after attaching and detaching the terminal.,heating furnace,0.25,3.173365483,270.7,20.05185185
5호기,가열로,8월20일,04:20:00,05:00:00,40,0.67,로그샤 유압 유니트 모타,과 전류 로 트립  모타 정검,1.05,13.5,7.74,Logsha hydraulic unit motor,Check trip motor due to overcurrent,heating furnace,0.25,3.173365483,270.7,20.05185185
5호기,가열로,8월30일,01:30:00,02:30:00,60,1,로그샤 탑 클램프 로드 파손,비레트 걸림부 해체 작업,1.05,13.5,7.74,Logsha top clamp rod damaged,Disassembly of billet catch part,heating furnace,0.25,3.173365483,270.7,20.05185185
5호기,가열로,9월19일,08:30:00,09:15:00,45,0.75,빌레트 가열로 유압 펌프,모타 트립 전원 ON/OFF후 정상,0.53,82.9,0.64,Billet Furnace Hydraulic Pump,Normal after motor trip power ON/OFF,heating furnace,0.25,3.043365483,331.6,4
5호기,가열로,2016-09-19 00:00:00,08:30:00,09:15:00,45,0.8,가열로 유압펌프 계속 과부하 TRIP 및 크레들 DOWN 동작 불능,전원 OFF후 PLC IN/OUT 카드 탈부착후 유압 펌프 정상 동작되고 크레들DOWN 유입 S/V 배선 단선 재연결 복구,0.68,36.8,1.84,Heating furnace hydraulic pump continues to overload and trip and cradle down does not work.,"After turning off the power and attaching and detaching the PLC IN/OUT card, the hydraulic pump operates normally and the cradle is down and the inflow S/V wiring is disconnected and reconnected.",heating furnace,0.25,3.080865483,331.6,9.010869565
5호기,가열로,2016-09-01 00:00:00,12:30:00,13:30:00,60,1,푸시벡 실린더 누유,푸시벡 실린더 누유 교체,0.68,36.8,1.84,Pushbeck cylinder oil leak,Pushback cylinder oil leak replacement,heating furnace,0.25,3.080865483,331.6,9.010869565
5호기,가열로,2016-10-28 00:00:00,03:00:00,03:20:00,20,0.3,ZONE#3 외통 소손으로 교체요청,외통교체작업,1.78,67,2.65,Request for replacement due to burnout of ZONE#3 external cylinder,External tube replacement work,heating furnace,0.25,3.355865483,267.9,3.998507463
5호기,가열로,2014-08-30 00:00:00,04:00:00,04:15:00,15,0.25,빌레트 가열로 퍼지 동작 불능,M/M내 배선 단선 재연결,8.54,46.9,2.18,Purge operation is not possible due to billet heating.,Reconnection of wire disconnection in M/M,heating furnace,0.25,5.045865483,281.29,5.997654584
5호기,가열로,2014-10-07 00:00:00,14:00:00,14:45:00,40,0.67,Zone#2 외통찌그러짐,외통 교체 및 내통 용접작업,7.88,43.6,1.01,Zone#2 External dent,External tube replacement and inner tube welding work,heating furnace,0.25,4.880865483,261.41,5.995642202
5호기,가열로,2014-10-11 00:00:00,15:30:00,16:30:00,60,1,푸시백 작동 불능,ZONE #2 리드 S/W 교정 PLC 프로그램 확인,7.88,43.6,1.01,Pushback not working,Check ZONE #2 lead S/W calibration PLC program,heating furnace,0.25,4.880865483,261.41,5.995642202
5호기,가열로,2014-10-21 00:00:00,07:30:00,07:50:00,20,0.33,로그샤 절단 후 UP동작불능,크레들 정 위치 감지 근접 센서 교체,7.88,43.6,1.01,UP operation is not possible after cutting the log shaft.,Cradle correct position detection proximity sensor replacement,heating furnace,0.25,4.880865483,261.41,5.995642202
5호기,가열로,2014-11-10 00:00:00,08:30:00,11:00:00,150,2.5,가열로 온도 안올라감,전체 보수작업,4.94,38.9,6.52,Temperature does not rise with heating,Full repair work,heating furnace,0.25,4.145865483,311.01,7.995115681
5호기,가열로,2014-11-17 00:00:00,08:30:00,12:30:00,240,4,빌레트 auto call 작동불가,"TC 카드 교체, 싸이클 스탑 S/W접점 확인
핫젯휀 SSR 2개 교체",4.94,38.9,6.52,Billet auto call does not work,"Replace TC card, check cycle stop S/W contact point
Replacement of 2 hotjet fan SSRs",heating furnace,0.25,4.145865483,311.01,7.995115681
5호기,가열로,2014-11-21 00:00:00,11:35:00,12:12:00,37,0.62,실린더 로드 부위 누유,실린더 교체작업,4.94,38.9,6.52,Leakage at cylinder rod area,Cylinder replacement work,heating furnace,0.25,4.145865483,311.01,7.995115681
5호기,풀러,1월25일,08:30:00,10:00:00,90,1.5,풀러 거리값 이상,POWER SUPPLY 교체후 정상,1.5,376.9,0.4,Fuller distance value or higher,Normal after replacing POWER SUPPLY,fuller,0.09,1.182911574,376.91,1.000026532
5호기,풀러,2월15일,13:30:00,15:00:00,90,1.5,풀러 죠 및 트레이 작동 불,트레이 기어 부위 추돌 파손,1.22,113.9,1.07,Puller jaw and tray not working,Collision damage to tray gear area,fuller,0.09,1.157711574,341.6,2.999122037
5호기,풀러,4월8일,23:28:00,00:30:00,62,1.03,풀러 유압모타 기동 不,모터베어링 마모 교체작업,0.81,48.1,1.07,Puller hydraulic motor does not start,Motor bearing wear replacement work,fuller,0.09,1.120811574,288.69,6.001871102
5호기,풀러,6월21일,20:30:00,20:50:00,20,0.33,풀러 로라 베아링 소음,베아링 불리 후 그리스 주입,0.86,92.9,0.92,fuller roller bearing noise,Grease injection after bearing removal,fuller,0.09,1.125311574,371.77,4.001829925
5호기,풀러,8월11일,17:00:00,20:00:00,180,3,풀러 와이어 로프 텐션,휠 베아링 파손 가공후 조립,1.05,13.5,7.74,puller wire rope tension,Assemble after processing wheel bearing damage,fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,8월18일,16:03:00,17:05:00,62,1.03,풀라 드라이브 감속기 ,교체 작업(감속기 베아링 ),1.05,13.5,7.74,puller drive reducer,Replacement work (reducer bearing),fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,8월24일,18:30:00,19:40:00,70,1.17,풀러 동작 시 레일 걸림,현상 롤라 베아링 교체,1.05,13.5,7.74,Rail jams during puller operation,Phenomenon roller bearing replacement,fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,8월24일,16:15:00,16:40:00,25,0.42,풀러 레일 마모 된 부위,그라인다 로 사상 작업,1.05,13.5,7.74,Puller rail worn area,Grinding work with a grinder,fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,8월24일,15:00:00,15:45:00,45,0.75,풀러 레일 마모 된 부위,그라인다 로 사상 작업,1.05,13.5,7.74,Puller rail worn area,Grinding work with a grinder,fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,8월25일,08:45:00,10:30:00,105,1.75,풀라 자동 운전시 중간에,멈 춤 현상 정검,1.05,13.5,7.74,Fully in the middle of automatic operation,Check for stoppage phenomenon,fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,8월25일,11:30:00,12:00:00,30,0.5,풀라 자동 운전시 중간에,멈 춤 현상 정검,1.05,13.5,7.74,Fully in the middle of automatic operation,Check for stoppage phenomenon,fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,8월25일,12:00:00,16:30:00,270,4.5,풀라 자동 운전시 중간에,멈춤 조작 선로 정비,1.05,13.5,7.74,Fully in the middle of automatic operation,Stop operation track maintenance,fuller,0.09,1.142411574,270.7,20.05185185
5호기,풀러,9월24일,16:15:00,16:50:00,35,0.58,풀러 트레이 풀레트 휨,불리 후 교정 작업,0.53,82.9,0.64,Puller tray pullet bending,Corrective action after disadvantage,fuller,0.09,1.095611574,331.6,4
5호기,풀러,2016-09-24 00:00:00,16:15:00,16:50:00,35,0.6,풀라 플라이 휨,풀라 플라이 휨 교정 작업,0.68,36.8,1.84,Full ply bending,Full ply bending correction work,fuller,0.09,1.109111574,331.6,9.010869565
5호기,풀러,2016-10-27 00:00:00,04:50:00,06:15:00,85,1.4,풀라 와이어 전단,풀라 와이어 전단 교체,1.78,67,2.65,puller wire shear,Puller wire shear replacement,fuller,0.09,1.208111574,267.9,3.998507463
5호기,풀러,2014-08-29 00:00:00,20:40:00,21:40:00,60,1,날개부위 휨 현상,해당 부위 교정작업,8.54,46.9,2.18,Wing bending phenomenon,Correction work on the relevant area,fuller,0.09,1.816511574,281.29,5.997654584
5호기,핫쏘,3월10일,07:30:00,12:30:00,300,5,핫쑈 업 다운 실린다,노후로 교체 작업,1.26,58.8,2.14,Hot show up down silinda,Replacing an old furnace,Hasso,0.1,1.290346193,411.26,6.994217687
5호기,핫쏘,7월1일,14:00:00,14:15:00,15,0.25,HOT SAW CLAMP,센서 S/W 단선 배선 교체작,1.88,72.5,2.6,HOT SAW CLAMP,Sensor S/W disconnection wiring replacement work,Hasso,0.1,1.352346193,362.38,4.998344828
5호기,후면,6월24일,11:45:00,14:00:00,135,2.25,스텍카 겐트리 상 하 모타,소손 교체 작업,0.86,92.9,0.92,Stecka Gantry Sangha Mota,Burnout replacement work,back side,0.15,1.87551929,371.77,4.001829925
5호기,후면,6월27일,09:00:00,09:10:00,10,0.17,END SAW PLC CP TRIP,복귀 후 정상 작업,0.86,92.9,0.92,END SAW PLC CP TRIP,Normal operation after return,back side,0.15,1.87551929,371.77,4.001829925
